"UserID","EmailAddress","FirstName","LastName","State","Department","IsManager","DateOfBirth","HireDate","Gender"
1000061,"William.Davis@company.com","William","Davis","TX","Marketing",0,1993-01-07,2007-04-08,"male"
1000062,"Michael.Murphy@company.com","Michael","Murphy","CA","Marketing",0,1993-01-07,2007-04-08,"male"
1000063,"Moses.Doner@company.com","Moses","Doner","KS","Finance",1,1985-07-10,2017-01-14,"male"
1000064,"Valerie.Petti@company.com","Valerie","Petti","NC","Marketing",0,1997-06-01,2012-03-15,"female"
1000065,"Matthew.Tallent@company.com","Matthew","Tallent","KY","Marketing",0,1972-05-01,2010-06-06,"male"
1000066,"Margie.Pierson@company.com","Margie","Pierson","AK","Finance",0,1967-08-21,2015-04-27,"female"
1000067,"Michael.Deslauriers@company.com","Michael","Deslauriers","CA","Finance",0,1990-03-22,2011-11-19,"male"
1000068,"John.Cruz3@company.com","John","Cruz","CA","Finance",1,1983-06-05,2012-03-25,"male"
1000069,"Ellen.Wilson@company.com","Ellen","Wilson","CO","Operations",0,1962-09-27,2006-02-03,"female"
1000070,"Beatrice.Carlson@company.com","Beatrice","Carlson","WI","Marketing",0,1974-12-06,1996-01-23,"female"
1000071,"Laura.Hollman@company.com","Laura","Hollman","MI","Marketing",1,1994-06-02,2017-06-06,"female"
1000072,"Yolanda.Keenan@company.com","Yolanda","Keenan","MO","Finance",0,1989-03-22,2013-02-02,"female"
1000073,"Courtney.Thomas@company.com","Courtney","Thomas","UT","Operations",0,1987-06-04,2016-01-11,"female"
1000074,"Jeanene.Howton@company.com","Jeanene","Howton","NY","Finance",0,1989-10-27,2016-08-10,"female"
1000075,"Lloyd.Gehring@company.com","Lloyd","Gehring","MN","Marketing",0,1988-07-09,2015-08-23,"male"
1000076,"Robin.Evans@company.com","Robin","Evans","FL","Marketing",0,1988-04-27,2014-08-25,"female"
1000077,"Rosemary.Turner@company.com","Rosemary","Turner","WA","Marketing",0,1994-03-21,2016-05-30,"female"
1000078,"Martin.Coronado@company.com","Martin","Coronado","FL","Finance",0,1958-07-17,2016-02-07,"male"
1000079,"Victoria.Callanan@company.com","Victoria","Callanan","WI","Finance",0,1980-03-24,2017-03-24,"female"
1000080,"Jamie.Mahar@company.com","Jamie","Mahar","AZ","Finance",1,1959-09-28,2007-04-03,"male"
1000081,"Ronald.Chavez@company.com","Ronald","Chavez","CA","Marketing",0,1971-06-08,1998-10-21,"male"
1000082,"Latonia.Banda@company.com","Latonia","Banda","PA","Finance",0,1969-01-13,2015-08-13,"female"
1000083,"Leigh.Parsons@company.com","Leigh","Parsons","VA","Finance",0,1995-01-07,2010-04-17,"female"
1000084,"Theresa.Cox@company.com","Theresa","Cox","NJ","Operations",0,1980-01-11,2014-12-18,"female"
1000085,"Norma.Hatcher@company.com","Norma","Hatcher","VT","Finance",0,1992-09-19,2008-05-14,"female"
1000086,"Shelley.Oliver@company.com","Shelley","Oliver","GA","Marketing",0,1987-09-21,2006-12-08,"female"
1000087,"Lori.Willey@company.com","Lori","Willey","GA","Finance",0,1997-03-20,2011-06-19,"female"
1000088,"Ronald.Neale@company.com","Ronald","Neale","CT","Marketing",0,1995-01-07,2016-05-09,"male"
1000089,"Gabriel.Deleon@company.com","Gabriel","Deleon","MI","Operations",1,1979-10-29,2010-01-26,"male"
1000090,"Patricia.Field@company.com","Patricia","Field","NJ","Operations",0,1983-08-17,1997-11-15,"female"
1000091,"Angela.McCoy@company.com","Angela","McCoy","NY","Finance",0,1980-07-11,2015-06-12,"female"
1000092,"Marjorie.Robinson@company.com","Marjorie","Robinson","CO","Finance",0,1988-02-14,2017-01-13,"female"
1000093,"Edward.Gray2@company.com","Edward","Gray","NY","Finance",0,1987-06-04,2009-06-30,"male"
1000094,"Johnny.Sanchez@company.com","Johnny","Sanchez","CT","Operations",0,1970-09-25,2010-01-21,"male"
1000095,"Nancy.Disalvo@company.com","Nancy","Disalvo","MO","Finance",0,1999-08-13,2015-12-21,"female"
1000096,"Herbert.Burnett@company.com","Herbert","Burnett","MA","Marketing",1,1979-02-16,2014-03-20,"male"
1000097,"Paula.Petersen@company.com","Paula","Petersen","TX","Finance",0,1973-08-19,2017-02-08,"female"
1000098,"Mary.Alfonso@company.com","Mary","Alfonso","NC","Finance",0,1961-02-20,2009-04-21,"female"
1000099,"Elise.Bailey@company.com","Elise","Bailey","MA","Marketing",0,1987-02-14,2007-06-12,"female"
1000100,"Scott.Versace@company.com","Scott","Versace","AR","Finance",0,1961-02-20,2016-08-22,"male"
1000101,"Julio.Spencer@company.com","Julio","Spencer","MI","Finance",0,1973-12-06,2012-08-02,"male"
1000102,"Ralph.Bridgeman@company.com","Ralph","Bridgeman","CO","Operations",0,1981-07-11,2017-01-04,"male"
1000103,"Felecia.Simmons@company.com","Felecia","Simmons","UT","Finance",0,1960-02-21,2005-06-02,"female"
1000104,"Teresa.Santiago@company.com","Teresa","Santiago","CT","Marketing",0,1984-03-23,2013-06-05,"female"
1000105,"Solomon.Richardson@company.com","Solomon","Richardson","WA","Finance",0,1985-09-21,2009-04-06,"male"
1000106,"Federico.Pittman@company.com","Federico","Pittman","NC","Finance",0,1972-10-31,2016-03-18,"male"
1000107,"John.McGhee@company.com","John","McGhee","VT","Finance",0,1975-03-26,2015-04-17,"male"
1000108,"Donnell.Batchelor@company.com","Donnell","Batchelor","CA","Finance",0,1971-12-07,2013-02-10,"male"
1000109,"Dennis.Cannon@company.com","Dennis","Cannon","PA","Marketing",0,1957-05-05,2016-12-03,"male"
1000110,"Eric.Worthington@company.com","Eric","Worthington","TX","Finance",0,1986-10-28,2016-01-09,"male"
1000111,"Roger.Cervantes@company.com","Roger","Cervantes","VT","Finance",0,1970-07-14,2009-10-23,"male"
1000112,"Deborah.Dukes@company.com","Deborah","Dukes","KY","Marketing",0,1964-12-08,2015-01-24,"female"
1000113,"Lynn.Schroeder@company.com","Lynn","Schroeder","VA","Finance",0,1987-10-28,2015-10-18,"female"
1000114,"Lula.Oboyle@company.com","Lula","Oboyle","IL","Marketing",0,1993-02-12,2015-07-07,"female"
1000115,"Lisa.Bona@company.com","Lisa","Bona","TX","Finance",0,1985-04-28,2015-07-18,"female"
1000116,"Victoria.Duarte@company.com","Victoria","Duarte","OH","Marketing",0,1992-03-21,2006-06-20,"female"
1000117,"Delores.Maxwell@company.com","Delores","Maxwell","AR","Operations",1,1985-02-14,2010-02-21,"female"
1000118,"Verna.Olivera@company.com","Verna","Olivera","TN","Finance",0,1993-02-12,2011-12-22,"female"
1000119,"George.Perkins@company.com","George","Perkins","AZ","Finance",0,1991-04-27,2006-01-20,"male"
1000120,"Joanna.Lewis@company.com","Joanna","Lewis","CT","Marketing",0,1970-09-25,2016-09-11,"female"
1000121,"Marie.Lowe@company.com","Marie","Lowe","SD","Finance",0,1953-12-11,2012-06-17,"female"
1000122,"Dane.Williams@company.com","Dane","Williams","AR","Finance",0,1984-07-10,2011-02-12,"male"
1000123,"Joshua.Mosby@company.com","Joshua","Mosby","MO","Finance",0,1987-03-23,2014-01-22,"male"
1000124,"Crystal.Young@company.com","Crystal","Young","MN","Finance",0,1956-03-30,2016-12-17,"female"
1000125,"Betty.Francis@company.com","Betty","Francis","PA","Finance",0,1991-07-09,2016-07-23,"female"
1000126,"Wonda.Thomas@company.com","Wonda","Thomas","CA","Marketing",0,1983-04-29,2005-08-13,"female"
1000127,"Louis.Gutierrez@company.com","Louis","Gutierrez","CA","Operations",0,1991-08-15,2016-07-08,"male"
1000128,"Carla.Haley@company.com","Carla","Haley","IL","Marketing",0,1992-01-08,2006-04-08,"female"
1000129,"John.Edington@company.com","John","Edington","MO","Operations",0,1995-06-02,2015-03-21,"male"
1000130,"Brian.Gupta@company.com","Brian","Gupta","LA","Operations",0,1995-09-19,2009-12-18,"male"
1000131,"Joseph.Goodwin@company.com","Joseph","Goodwin","NJ","Marketing",0,1968-02-19,2016-02-27,"male"
1000132,"Lisa.Pacheco@company.com","Lisa","Pacheco","MI","Finance",0,1999-11-30,2014-05-15,"female"
1000133,"Michael.Carson@company.com","Michael","Carson","MO","Finance",0,1993-10-26,2013-06-16,"male"
1000134,"Susan.Martin@company.com","Susan","Martin","PA","Finance",0,1984-01-10,2011-01-23,"female"
1000135,"Kevin.Apodaca@company.com","Kevin","Apodaca","NJ","Operations",0,1970-12-07,2011-03-25,"male"
1000136,"Matilda.Polster@company.com","Matilda","Polster","NC","Finance",0,1976-03-25,2011-11-14,"female"
1000137,"George.Myers@company.com","George","Myers","NY","Finance",0,1969-12-07,2015-07-30,"male"
1000138,"Branden.Brooks@company.com","Branden","Brooks","IL","Marketing",0,1992-12-01,2016-04-21,"male"
1000139,"Robert.Little@company.com","Robert","Little","NY","Finance",0,1982-01-10,2015-01-28,"male"
1000140,"Roberta.Taylor3@company.com","Roberta","Taylor","PA","Marketing",0,1992-02-13,2012-05-10,"female"
1000141,"David.Weisser@company.com","David","Weisser","MI","Operations",0,1981-01-10,2009-10-28,"male"
1000142,"Jerry.Corea@company.com","Jerry","Corea","FL","Marketing",0,1977-03-25,2015-02-28,"male"
1000143,"Sheila.Craft@company.com","Sheila","Craft","OR","Marketing",0,1999-06-01,2015-03-10,"female"
1000144,"Bettye.Simmons@company.com","Bettye","Simmons","TX","Marketing",0,1982-07-11,2011-09-08,"female"
1000145,"David.Sherlock@company.com","David","Sherlock","UT","Finance",0,1995-09-19,2015-01-12,"male"
1000146,"Esperanza.Wise@company.com","Esperanza","Wise","GA","Marketing",0,1996-03-20,2010-06-19,"female"
1000147,"Monica.Saltsman@company.com","Monica","Saltsman","ME","Finance",0,1983-03-24,2014-11-29,"female"
1000148,"Elizabeth.Escobedo@company.com","Elizabeth","Escobedo","MO","Finance",0,1958-11-04,2009-08-04,"female"
1000149,"Wanda.Venegas@company.com","Wanda","Venegas","CA","Finance",0,1964-11-02,2010-09-27,"female"
1000150,"Rudy.Smith@company.com","Rudy","Smith","NY","Marketing",0,1959-06-11,2009-12-03,"male"
1000151,"Justin.Pontius@company.com","Justin","Pontius","PA","Operations",0,1979-04-30,2016-12-26,"male"
1000152,"Robert.Johnson8@company.com","Robert","Johnson","MO","Finance",0,1974-03-26,2010-06-16,"male"
1000153,"Eula.Bailey@company.com","Eula","Bailey","WA","Finance",0,1984-07-10,2011-05-21,"female"
1000154,"Adriana.White@company.com","Adriana","White","MN","Marketing",0,1991-03-22,2016-07-02,"female"
1000155,"Mary.Bottom@company.com","Mary","Bottom","KY","Marketing",1,1995-08-14,2010-05-13,"female"
1000156,"Charles.Miller3@company.com","Charles","Miller","AZ","Finance",0,1968-07-14,2015-05-31,"male"
1000157,"Doretha.Rosenzweig@company.com","Doretha","Rosenzweig","VA","Finance",0,1971-09-25,2016-09-22,"female"
1000158,"Nicole.Bowers@company.com","Nicole","Bowers","LA","Marketing",0,1973-05-01,2017-03-16,"female"
1000159,"Sylvia.Gregory@company.com","Sylvia","Gregory","CA","Operations",0,1988-07-09,2008-10-23,"female"
1000160,"Billy.Bess@company.com","Billy","Bess","CA","Finance",1,1991-04-27,2015-05-25,"male"
1000161,"Anne.Tucker@company.com","Anne","Tucker","GA","Marketing",0,1988-01-09,2012-03-07,"female"
1000162,"Anton.Bonilla@company.com","Anton","Bonilla","MO","Operations",0,1996-09-18,2017-01-13,"male"
1000163,"George.Blackshear@company.com","George","Blackshear","MO","Operations",0,1992-07-08,2008-10-02,"female"
1000164,"Ryan.Saunders@company.com","Ryan","Saunders","KY","Finance",0,1991-07-09,2013-04-06,"male"
1000165,"Mavis.Smith@company.com","Mavis","Smith","CA","Operations",0,1975-07-13,2008-08-23,"female"
1000166,"Eve.Sanchez@company.com","Eve","Sanchez","IL","Finance",0,1989-08-15,2016-02-22,"female"
1000167,"Willie.Perreault@company.com","Willie","Perreault","NJ","Operations",0,1981-02-15,2009-10-25,"female"
1000168,"Diana.Dieter@company.com","Diana","Dieter","CA","Operations",0,1995-08-14,2009-11-12,"female"
1000169,"Emma.Santibanez@company.com","Emma","Santibanez","KY","Finance",0,1989-09-20,2008-07-20,"female"
1000170,"Betty.Smith@company.com","Betty","Smith","TX","Finance",0,1984-04-28,2010-01-09,"female"
1000171,"Claire.Tuttle@company.com","Claire","Tuttle","CO","Marketing",0,1955-09-29,2016-08-05,"female"
1000172,"Shelia.Bauer@company.com","Shelia","Bauer","NY","Marketing",0,1985-04-28,2008-05-31,"female"
1000173,"Franklin.Morton@company.com","Franklin","Morton","MA","Finance",0,1993-10-26,2012-07-27,"male"
1000174,"Robin.Harvin@company.com","Robin","Harvin","WI","Marketing",0,1985-12-03,2007-09-14,"male"
1000175,"Steven.Soto@company.com","Steven","Soto","CA","Finance",0,1976-06-06,2012-11-25,"male"
1000176,"Stephanie.Nguyen@company.com","Stephanie","Nguyen","MI","Finance",0,1993-08-14,2007-11-13,"female"
1000177,"Andrew.Fung@company.com","Andrew","Fung","FL","Finance",0,2000-01-06,2017-05-19,"male"
1000178,"Debbie.Vierra@company.com","Debbie","Vierra","MO","Marketing",0,1984-02-15,2013-08-05,"female"
1000179,"Stephanie.Graham@company.com","Stephanie","Graham","FL","Marketing",0,1956-02-22,2012-06-23,"female"
1000180,"Mohammad.Wiggins@company.com","Mohammad","Wiggins","TX","Marketing",0,1972-12-06,2008-12-12,"male"
1000181,"Leroy.Gannaway@company.com","Leroy","Gannaway","NY","Operations",0,1985-07-10,2015-05-28,"male"
1000182,"Jonathan.Begley@company.com","Jonathan","Begley","OR","Finance",0,1985-10-27,2010-11-29,"male"
1000183,"Dino.Alexander@company.com","Dino","Alexander","MI","Marketing",0,1986-08-16,2016-06-04,"male"
1000184,"Lawrence.Chase@company.com","Lawrence","Chase","AL","Finance",0,1988-08-15,2015-11-04,"male"
1000185,"Toby.Cameron@company.com","Toby","Cameron","CO","Finance",0,1987-03-23,2016-08-09,"male"
1000186,"Amy.Keiser@company.com","Amy","Keiser","NY","Marketing",0,1979-10-29,2013-01-24,"female"
1000187,"Pearl.Perez@company.com","Pearl","Perez","CA","Marketing",0,1968-01-14,2015-10-04,"female"
1000188,"Joseph.Gutierrez@company.com","Joseph","Gutierrez","AR","Finance",0,1990-04-27,2016-08-18,"male"
1000189,"Thersa.Luce@company.com","Thersa","Luce","IN","Operations",0,1993-04-26,2009-11-26,"female"
1000190,"Minnie.Rodgers@company.com","Minnie","Rodgers","TN","Marketing",0,1983-09-22,2010-12-21,"female"
1000191,"Kathleen.Taylor@company.com","Kathleen","Taylor","KS","Operations",0,1957-07-17,2016-03-26,"female"
1000192,"Krista.Martinez2@company.com","Krista","Martinez","CO","Marketing",0,1958-11-04,2017-06-17,"female"
1000193,"Caroline.Minor@company.com","Caroline","Minor","OH","Operations",0,1994-08-14,2008-11-12,"female"
1000194,"Anthony.Hazel@company.com","Anthony","Hazel","TX","Operations",0,1965-05-03,2014-10-07,"male"
1000195,"Darrell.Horton@company.com","Darrell","Horton","MA","Marketing",0,1971-09-25,2007-08-07,"male"
1000196,"Bertha.Gray@company.com","Bertha","Gray","LA","Operations",0,1962-05-04,2015-02-12,"female"
1000197,"Richard.Nelson@company.com","Richard","Nelson","PA","Operations",0,1984-01-10,2011-08-27,"male"
1000198,"Samuel.Lehman@company.com","Samuel","Lehman","OH","Finance",0,1980-07-11,1998-08-23,"male"
1000199,"Keith.Wilkerson@company.com","Keith","Wilkerson","MI","Marketing",0,1989-08-15,2012-10-14,"male"
1000200,"Jessica.Shaw@company.com","Jessica","Shaw","OR","Finance",0,1998-09-18,2015-06-25,"female"
1000201,"Bernadette.Sterner@company.com","Bernadette","Sterner","PA","Finance",0,1990-01-08,2012-02-05,"female"
1000202,"Rita.Bird@company.com","Rita","Bird","TX","Finance",0,1984-06-04,2009-08-17,"female"
1000203,"Marylou.Stewart@company.com","Marylou","Stewart","TX","Finance",0,1970-12-07,2014-08-25,"female"
1000204,"David.Markovich@company.com","David","Markovich","PA","Finance",0,1990-06-03,2016-12-07,"male"
1000205,"Alexis.Cosner@company.com","Alexis","Cosner","PA","Operations",0,1977-02-16,2012-05-28,"female"
1000206,"Sadie.White@company.com","Sadie","White","TX","Finance",0,1991-04-27,2013-03-22,"female"
1000207,"Ronald.Wydra@company.com","Ronald","Wydra","CA","Marketing",0,1993-12-01,2009-10-23,"male"
1000208,"Andrew.Hornyak@company.com","Andrew","Hornyak","IL","Finance",0,1982-06-05,2017-08-20,"male"
1000209,"Carol.Minner@company.com","Carol","Minner","OH","Operations",0,1983-06-05,2015-05-28,"female"
1000210,"Michael.Hutcherson@company.com","Michael","Hutcherson","KY","Finance",0,1982-02-15,2009-02-08,"male"
1000211,"Dora.Oneal@company.com","Dora","Oneal","IN","Finance",0,1994-04-26,2008-07-25,"female"
1000212,"Robert.Castillo@company.com","Robert","Castillo","CA","Finance",0,1968-07-14,2012-11-03,"male"
1000213,"Mary.Erickson@company.com","Mary","Erickson","SC","Marketing",0,1973-02-17,2006-04-12,"female"
1000214,"Sandy.Gonzalez@company.com","Sandy","Gonzalez","ID","Finance",0,1989-12-02,2014-10-12,"female"
1000215,"Mackenzie.Osborn@company.com","Mackenzie","Osborn","IA","Marketing",0,1965-03-28,2017-10-24,"female"
1000216,"Jonna.Ulrich@company.com","Jonna","Ulrich","KY","Operations",0,1998-07-07,2012-10-05,"female"
1000217,"Kristin.Carmona@company.com","Kristin","Carmona","TX","Finance",0,1979-06-06,2012-05-30,"female"
1000218,"Lawrence.Inman@company.com","Lawrence","Inman","NJ","Operations",0,1994-12-01,2014-12-12,"male"
1000219,"Alberto.Williams@company.com","Alberto","Williams","MI","Operations",0,1955-11-05,2009-10-15,"male"
1000220,"Arthur.Wilcox@company.com","Arthur","Wilcox","TN","Finance",0,1991-10-27,2008-12-30,"male"
1000221,"Scott.Lamb@company.com","Scott","Lamb","IL","Marketing",0,1985-06-04,2012-02-13,"male"
1000222,"Karen.Brock@company.com","Karen","Brock","PA","Marketing",0,1986-06-04,2006-11-02,"female"
1000223,"Evelyn.Norton@company.com","Evelyn","Norton","IL","Finance",0,1952-12-11,2009-01-10,"female"
1000224,"Ann.Rowland@company.com","Ann","Rowland","TX","Finance",0,1988-10-27,2016-03-11,"female"
1000225,"Patricia.Cutting@company.com","Patricia","Cutting","MN","Finance",0,1983-02-15,2015-02-27,"female"
1000226,"Ben.Clerk@company.com","Ben","Clerk","MA","Finance",0,1971-08-20,2013-07-14,"male"
1000227,"Darrell.Nellis@company.com","Darrell","Nellis","MS","Marketing",0,1979-10-29,2012-07-01,"male"
1000228,"Patrick.Barnhart@company.com","Patrick","Barnhart","CA","Finance",0,1993-07-08,2013-05-25,"male"
1000229,"Nolan.Hanson@company.com","Nolan","Hanson","AK","Finance",0,1980-03-24,2013-03-24,"male"
1000230,"Gina.Smith2@company.com","Gina","Smith","MI","Operations",0,1985-12-03,2011-09-27,"female"
1000231,"Richard.Dorn@company.com","Richard","Dorn","ME","Finance",0,1983-07-11,2004-09-09,"male"
1000232,"Lynne.Kittelson@company.com","Lynne","Kittelson","IN","Finance",0,1965-02-19,2013-01-12,"female"
1000233,"Joan.Thornton@company.com","Joan","Thornton","WA","Finance",0,1974-06-07,2007-01-17,"female"
1000234,"Paul.Buffington@company.com","Paul","Buffington","KY","Finance",1,1993-02-12,2007-05-14,"male"
1000235,"Nathaniel.Rivera@company.com","Nathaniel","Rivera","CT","Finance",0,1982-03-24,2012-02-22,"male"
1000236,"Frank.Spears@company.com","Frank","Spears","CA","Operations",0,1964-03-28,2004-06-15,"male"
1000237,"Valerie.Bowen@company.com","Valerie","Bowen","WA","Finance",0,1982-06-05,2014-11-25,"female"
1000238,"Linda.Gonzales@company.com","Linda","Gonzales","CA","Marketing",0,1993-10-26,2016-01-07,"female"
1000239,"Salvador.Freed@company.com","Salvador","Freed","TX","Marketing",0,1983-07-11,2014-03-25,"male"
1000240,"Crystal.Andre@company.com","Crystal","Andre","CA","Finance",0,1993-09-19,2012-09-30,"female"
1000241,"William.Dutton@company.com","William","Dutton","FL","Finance",0,1982-12-04,2013-07-31,"male"
1000242,"Jessica.Almazan@company.com","Jessica","Almazan","IL","Marketing",0,1991-03-22,2014-05-13,"female"
1000243,"Jesse.Brown@company.com","Jesse","Brown","CA","Marketing",0,1997-03-20,2013-04-07,"male"
1000244,"Reginald.Waldron@company.com","Reginald","Waldron","MT","Finance",0,1998-04-25,2012-07-24,"male"
1000245,"Erica.Tookes@company.com","Erica","Tookes","GA","Marketing",0,1967-05-03,2017-06-10,"female"
1000246,"Darwin.Humphrey@company.com","Darwin","Humphrey","KY","Finance",0,1970-09-25,2014-12-25,"male"
1000247,"Jeremy.Bradley@company.com","Jeremy","Bradley","GA","Finance",0,1994-10-26,2014-10-31,"male"
1000248,"John.Cantrell@company.com","John","Cantrell","MO","Operations",0,1987-08-16,2009-10-04,"male"
1000249,"Roger.Peake@company.com","Roger","Peake","NH","Marketing",0,1997-07-07,2013-09-09,"male"
1000250,"Rosario.Coleman@company.com","Rosario","Coleman","MI","Finance",0,1967-01-14,2007-07-24,"female"
1000251,"Jesse.Fordham@company.com","Jesse","Fordham","OH","Operations",0,1976-04-30,2012-12-30,"male"
